LATITUDE,LONGITUDE,FID,HFNAME,DISTRICT,VDC,WARD,TYPE
27.46,85.15,new+AF8-HF.2689,Makwanpur Gadhi SHP,makwanpur,MAKWANPURGADHI,4,Health Post
27.4,85.12,new+AF8-HF.2690,Thingan HP,makwanpur,THINGAN,3,Health Post
28.4,84.2,new+AF8-HF.2691,Bharka HP,manang,BHRAKA,0,Health Post
28.33,84.14,new+AF8-HF.2692,Manang Hospital,manang,CHAME,0,District Hospital
28.33,84.17,new+AF8-HF.2693,Chame HP,manang,CHAME,0,Health Post
28.28,84.22,new+AF8-HF.2694,Dharapani HP,manang,DHARAPANI,0,Health Post
28.46,84.16,new+AF8-HF.2695,Phu SHP,manang,FU,0,Health Post
28.38,84.08,new+AF8-HF.2696,Gyarung HP,manang,GHYARU,0,Health Post
28.4,83.58,new+AF8-HF.2697,Khangsar HP,manang,KHANGSAR,0,Health Post
28.4,84.02,new+AF8-HF.2698,Manang HP,manang,MANANG,0,Health Post
28.41,84.12,new+AF8-HF.2699,Nar HP,manang,NAR,0,Health Post
28.37,84.09,new+AF8-HF.2700,Pisang SHP,manang,PISANG,0,Health Post
28.32,84.2,new+AF8-HF.2701,Tachni SHP,manang,TACHIBAGARCHHAP,0,Health Post
28.4,84.02,new+AF8-HF.2702,Tankimanang HP,manang,TANKIMANANG,0,Health Post
28.32,84.21,new+AF8-HF.2703,Thoche HP,manang,THOCHE,0,Health Post
28.55,84.29,new+AF8-HF.2704,ACAP,manang,41021,0,Private Hospital
28.64,84.09,new+AF8-HF.2705,Kunde SHP,manang,41022,0,Health Post
28.54,84.34,new+AF8-HF.2706,Himalayan Rescue Association,manang,41023,0,Private Hospital
26.44,87.4,new+AF8-HF.2707,Amahibariyati SHP,morang,AMAHIBARIYATI,0,Health Post
26.54,87.56,new+AF8-HF.2708,Amardaha SHP,morang,AMARDAHA,0,Health Post
26.44,87.52,new+AF8-HF.2709,Amgachhi SHP,morang,AMGACHHI,0,Health Post
26.52,87.42,new+AF8-HF.2710,Babiyabirta HP,morang,BABIYABIRTA,0,Health Post
26.59,87.47,new+AF8-HF.2711,Bahuni PHC,morang,BAHUNI,0,Primary Health Care Centre
26.51,87.31,new+AF8-HF.2712,Baijanathpur SHP,morang,BAIJANATHPUR,0,Health Post
26.59,87.37,new+AF8-HF.2713,Banigama SHP,morang,BANIGAMA,0,Health Post
26.41,87.58,new+AF8-HF.2714,Baradanga SHP,morang,BARADANGA,0,Health Post
26.59,87.51,new+AF8-HF.2715,Bayarban HP,morang,BAYARBAN,0,Health Post
26.66,87.42,new+AF8-HF.2716,Belbari SHP,morang,BELBARI,0,Health Post
26.49,87.34,new+AF8-HF.2717,Bhaudaha SHP,morang,BHAUDAHA,0,Health Post
26.81,87.46,new+AF8-HF.2718,Bhogateni SHP,morang,BHOGATENI,0,Health Post
26.46,87.28,new+AF8-HF.2719,Koshi Zonal Hospital,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Zonal Hospital
26.42,87.27,new+AF8-HF.2720,Rani PHC,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Primary Health Care Centre
26.45,87.28,new+AF8-HF.2721,Morang Cooperative Hospital,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Community Hospital (Cooperative)
26.46,87.28,new+AF8-HF.2722,Ramlal Golchha Eye Hospital,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
26.44,87.28,new+AF8-HF.2723,Biratnagar Eye Hospital,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
26.46,87.28,new+AF8-HF.2724,Life Guard Hospital,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Private Hospital
26.46,87.28,new+AF8-HF.2725,Purbanchal Hospital,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Private Hospital
26.49,87.27,new+AF8-HF.2726,Nobel Medical Hospital,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Private Hospital
26.45,87.28,new+AF8-HF.2727,Neuro Hospital Pvt. Ltd.,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Private Hospital
26.45,87.29,new+AF8-HF.2728,Koshi Nursing Home,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Nursing Home
26.46,87.28,new+AF8-HF.2729,Abadh Narayan Memorial clinic,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Nursing Home
26.47,87.28,new+AF8-HF.2730,Birat Hospital,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Nursing Home
26.46,87.28,new+AF8-HF.2731,Saptkoshi Nursing Home,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Nursing Home
26.46,87.29,new+AF8-HF.2732,FPAN,morang,BIRATNAGAR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
26.38,87.31,new+AF8-HF.2733,Budhanagar HP,morang,BUDHANAGAR,0,Health Post
26.47,87.39,new+AF8-HF.2734,Dadarbairiya HP,morang,DADARBAIRIYA,0,Health Post
26.45,87.55,new+AF8-HF.2735,Dainiya SHP,morang,DAINIYA,0,Health Post
26.61,87.44,new+AF8-HF.2736,Dangihat SHP,morang,DANGIHAT,0,Health Post
26.59,87.33,new+AF8-HF.2737,Dangraha SHP,morang,DANGRAHA,0,Health Post
26.5,87.46,new+AF8-HF.2738,Darbesh HP,morang,DRABESH,0,Health Post
26.66,87.32,new+AF8-HF.2739,Dulari SHP,morang,DULARI,0,Health Post
26.49,87.58,new+AF8-HF.2740,Govindapur SHP,morang,GOVINDAPUR,0,Health Post
26.61,87.37,new+AF8-HF.2741,Haraicha PHC,morang,HARAICHA,0,Primary Health Care Centre
26.58,87.58,new+AF8-HF.2742,Hasandaha HP,morang,HASANDAHA,0,Health Post
26.57,87.3,new+AF8-HF.2743,Hattimuda SHP,morang,HATHIMUDHA,0,Health Post
26.54,87.47,new+AF8-HF.2744,Hoklabari SHP,morang,HOKLABARI,0,Health Post
26.66,87.38,new+AF8-HF.2745,Indrapur SHP,morang,INDRAPUR,0,Health Post
26.55,87.61,new+AF8-HF.2746,Itahara SHP,morang,ITAHARA,0,Health Post
26.76,87.55,new+AF8-HF.2747,Jante SHP,morang,JANTE,0,Health Post
26.54,87.34,new+AF8-HF.2748,Jhorahat PHC,morang,JHORAHAT,0,Primary Health Care Centre
26.43,87.64,new+AF8-HF.2749,Jhurkiya PHC,morang,JHURKIYA,0,Primary Health Care Centre
26.59,87.4,new+AF8-HF.2750,Kaseni SHP,morang,KASENI,0,Health Post
26.46,87.32,new+AF8-HF.2751,Katahari SHP,morang,KATAHARI,0,Health Post
26.45,87.38,new+AF8-HF.2752,Kadmaha SHP,morang,KATHAMAHA,0,Health Post
26.76,87.41,new+AF8-HF.2753,Kerabari HP,morang,KERABARI,0,Health Post
26.6,87.5,new+AF8-HF.2754,Keroun SHP,morang,KEROUN,0,Health Post
26.54,87.32,new+AF8-HF.2755,Lakhantari SHP,morang,LAKHANTARI,0,Health Post
26.73,87.5,new+AF8-HF.2756,Letang PHC,morang,LETANG,0,Primary Health Care Centre
26.73,87.66,new+AF8-HF.2757,Madhumalla HP,morang,MADHUMALLA,0,Health Post
26.43,87.66,new+AF8-HF.2758,Mahadewa SHP,morang,MAHADEWA,0,Health Post
26.43,87.34,new+AF8-HF.2759,Majhare HP,morang,MAJHARE,0,Health Post
26.43,87.31,new+AF8-HF.2760,Matigachha SHP,morang,MATIGACHHA,0,Health Post
26.56,87.38,new+AF8-HF.2761,Motipur SHP,morang,MOTIPUR,0,Health Post
26.63,87.34,new+AF8-HF.2762,Mrigauliya SHP,morang,MRIGAULIYA,0,Health Post
26.43,87.38,new+AF8-HF.2763,Necha SHP,morang,NECHA,0,Health Post
26.66,87.56,new+AF8-HF.2764,Pathari SHP,morang,PATHARI,0,Health Post
26.66,87.56,new+AF8-HF.2765,Morang Hospital and Research Centre,morang,PATHARI,0,Private Hospital
26.66,87.56,new+AF8-HF.2766,Padam Chandra Memorial Hospital,morang,PATHARI,0,Private Hospital
26.83,87.41,new+AF8-HF.2767,Patigaun SHP,morang,PATIGAUN,0,Health Post
26.41,87.36,new+AF8-HF.2768,Pokhariya SHP,morang,POKHARIYA,0,Health Post
26.62,87.63,new+AF8-HF.2769,Rajghat SHP,morang,RAJGHAT,0,Health Post
26.81,87.59,new+AF8-HF.2770,Ramitekhola SHP,morang,RAMITEKHOLA,0,Health Post
26.47,87.49,new+AF8-HF.2771,Rangeli Hospital,morang,RANGELI,0,District Hospital
26.46,87.49,new+AF8-HF.2772,Marie Stopes Centre,morang,RANGELI,0,Other non+AC0-governmental
26.62,87.54,new+AF8-HF.2773,Sanischare SHP,morang,SANISCHARE,0,Health Post
26.54,87.35,new+AF8-HF.2774,Sidharaha SHP,morang,SIDHARAHA,0,Health Post
26.49,87.64,new+AF8-HF.2775,Sijuwa SHP,morang,SIJUWA,0,Health Post
26.84,87.46,new+AF8-HF.2776,Sinhadevi SHP,morang,SINHADEVISOMBARE,0,Health Post
26.61,87.31,new+AF8-HF.2777,Sisabanibadahara SHP,morang,SISABANIBADAHARA,0,Health Post
26.45,87.35,new+AF8-HF.2778,Sisawanijahada SHP,morang,SISAWANIJAHADA,0,Health Post
26.47,87.41,new+AF8-HF.2779,Sorabhag SHP,morang,SORABHAG,0,Health Post
26.67,87.31,new+AF8-HF.2780,Sundarpur SHP,morang,SUNDARPUR,0,Health Post
26.48,87.52,new+AF8-HF.2781,Takuwa SHP,morang,TAKUWA,0,Health Post
26.77,87.63,new+AF8-HF.2782,Tandi A SHP,morang,TANDI,0,Health Post
26.77,87.59,new+AF8-HF.2783,Tandi B  SHP,morang,TANDI,0,Health Post
26.52,87.27,new+AF8-HF.2784,Tankisinuwari HP,morang,TANKISINUWARI,0,Health Post
26.56,87.35,new+AF8-HF.2785,Tetariya SHP,morang,TETARIYA,0,Health Post
26.5,87.36,new+AF8-HF.2786,Thalaha SHP,morang,THALAHA,0,Health Post
26.67,87.6,new+AF8-HF.2787,Urlabari PHC,morang,URLABARI,0,Primary Health Care Centre
26.66,87.64,new+AF8-HF.2788,Panchabati Hospital,morang,URLABARI,0,Private Hospital
26.83,87.52,new+AF8-HF.2789,Warangi SHP,morang,WARANGI,0,Health Post
26.79,87.37,new+AF8-HF.2790,Yangshila SHP,morang,YANGSHILA,0,Health Post
29.52,81.83,new+AF8-HF.2791,+ACI-District Hospital, Mugu+ACI-,mugu,SHREENAGAR,5,District Hospital
29.55,82.16,new+AF8-HF.2792,Kotdanda PHC,mugu,KOT DANDA,9,Primary Health Care Centre
29.55,81.8,new+AF8-HF.2793,Hyanglu SHP,mugu,HYANGLU,5,Health Post
29.63,81.88,new+AF8-HF.2794,Bhiyee SHP,mugu,BHIYEE,5,Health Post
29.58,82.54,new+AF8-HF.2795,Dolphu SHP,mugu,DOLPHU,3,Health Post
29.59,82.07,new+AF8-HF.2796,Rara (Gilas) SHP,mugu,RARA,5,Health Post
29.6,82.14,new+AF8-HF.2797,Bam SHP,mugu,RUGA,7,Health Post
29.73,82.51,new+AF8-HF.2798,Mugu HP,mugu,MUGU,8,Health Post
29.58,82.4,new+AF8-HF.2799,Pulu SHP,mugu,PULU,3,Health Post
29.52,81.83,new+AF8-HF.2800,Gumtha HP,mugu,GUMTHA,5,Health Post
29.49,81.95,new+AF8-HF.2801,Rumale HP,mugu,KHAMALE,6,Health Post
29.6,82.03,new+AF8-HF.2802,Jim SHP,mugu,JIMA,2,Health Post
29.65,81.93,new+AF8-HF.2803,Natharpu HP,mugu,NATHARPU,3,Health Post
29.6,81.96,new+AF8-HF.2804,Khanaya SHP,mugu,KALAI,2,Health Post
29.52,81.8,new+AF8-HF.2805,Sukhadhik SHP,mugu,SUKADHIK,3,Health Post
29.7,81.99,new+AF8-HF.2806,Photu HP,mugu,PHOTU,5,Health Post
29.61,81.88,new+AF8-HF.2807,Dhainkot HP,mugu,DHAINAKOT,2,Health Post
29.58,82.46,new+AF8-HF.2808,Kimari HP,mugu,KIMRI,2,Health Post
29.5,82.15,new+AF8-HF.2809,Pina HP,mugu,PINA,9,Health Post
29.54,82.16,new+AF8-HF.2810,Karkibada SHP,mugu,KARKIBADA,0,Health Post
29.53,81.95,new+AF8-HF.2811,Seri SHP,mugu,SERI,3,Health Post
29.55,82.22,new+AF8-HF.2812,Dhungedhara HP,mugu,ROWA,8,Health Post
29.51,81.91,new+AF8-HF.2813,Shreekot HP,mugu,SHREEKOT,5,Health Post
29.59,82.31,new+AF8-HF.2814,Mangri HP,mugu,MANGRI,6,Health Post
29.57,82.14,new+AF8-HF.2815,Shreenagar SHP,mugu,SHREENAGAR,0,Health Post
29.55,82.13,new+AF8-HF.2816,Gum HP,mugu,SHREENAGAR,9,Health Post
29.09,83.93,new+AF8-HF.2817,Charang Health Post,mustang,CHARANG,0,Health Post
29.22,83.95,new+AF8-HF.2818,Chhonhup Sub Health Post,mustang,CHHONHUP,0,Health Post
28.5,83.32,new+AF8-HF.2866,Muna SHP,myagdi,MUNA,5,Health Post
29.22,83.98,new+AF8-HF.2819,Chhoser Sub Health Post,mustang,CHHOSER,0,Health Post
28.91,83.82,new+AF8-HF.2820,Chhusang Health post,mustang,CHHUSANG,0,Health Post
29.06,83.88,new+AF8-HF.2821,Ghami sub Health Post,mustang,DHAMI,0,Health Post
28.83,83.86,new+AF8-HF.2822,Jhong Sub Health Post,mustang,JHONG,0,Health Post
28.79,83.73,new+AF8-HF.2823,Mustang Hospital,mustang,JOMSOM,0,District Hospital
28.77,83.73,new+AF8-HF.2824,Jomsom Health Post Thini,mustang,JOMSOM,0,Health Post
28.84,83.79,new+AF8-HF.2825,Kagbeni Sub Health Post,mustang,KAGBENI,0,Health Post
28.69,83.62,new+AF8-HF.2826,Kowang Sub Health Post,mustang,KOWANG,0,Health Post
28.65,83.63,new+AF8-HF.2827,Kunjo Sub Health Post,mustang,KUNJO,0,Health Post
28.63,83.61,new+AF8-HF.2828,Lete Primary Health Care Centre,mustang,LETE,0,Primary Health Care Centre
29.18,83.96,new+AF8-HF.2829,Lomothan Health Post,mustang,LOMANTHANG,0,Health Post
28.75,83.69,new+AF8-HF.2830,Marpha Health Post,mustang,MARPHA,0,Health Post
28.82,83.85,new+AF8-HF.2831,Jharkot Health Post,mustang,MUKTINATH,0,Health Post
29.04,83.96,new+AF8-HF.2832,Surkhang Health Post,mustang,SURKHANG,0,Health Post
28.71,83.65,new+AF8-HF.2833,Tukuche Health Post,mustang,TUKUCHE,0,Health Post
28.35,83.57,new+AF8-HF.2834,Myagdi District Hospital,myagdi,ARTHUNGE,2,District Hospital
28.41,83.39,new+AF8-HF.2835,Darwang PHC,myagdi,DARWANG,2,Primary Health Care Centre
28.48,83.53,new+AF8-HF.2836,Chimkhola SHP,myagdi,CHIMKHOLA,5,Health Post
28.52,83.51,new+AF8-HF.2837,Kuinemangale HP,myagdi,KUINEMANGALE,6,Health Post
28.38,83.57,new+AF8-HF.2838,Rakhupiple HP,myagdi,RAKHUPIPLE,3,Health Post
28.52,83.34,new+AF8-HF.2839,Mudi SHP,myagdi,MUDI,1,Health Post
28.43,83.54,new+AF8-HF.2840,Dagnam SHP,myagdi,DAGNAM,6,Health Post
28.44,83.58,new+AF8-HF.2841,Begakhola SHP,myagdi,BAGARKHOLA,2,Health Post
28.39,83.64,new+AF8-HF.2842,Ramche HP,myagdi,RAMCHE,4,Health Post
28.47,83.61,new+AF8-HF.2843,Dowa SHP,myagdi,DOWA,7,Health Post
28.46,83.66,new+AF8-HF.2844,Ghar SHP,myagdi,GHAR,7,Health Post
28.5,83.65,new+AF8-HF.2845,Bhurung Tatopani HP,myagdi,TATOPANI (BHURUNG),1,Health Post
28.4,83.58,new+AF8-HF.2846,Rakhubhagawati SHP,myagdi,RAKHUBHAGAWATI,3,Health Post
28.44,83.67,new+AF8-HF.2847,Shikha HP,myagdi,SHIKHA,2,Health Post
28.51,83.66,new+AF8-HF.2848,Narchyang SHP,myagdi,NARCHYANG,6,Health Post
28.53,83.65,new+AF8-HF.2849,Dana SHP,myagdi,DANA,6,Health Post
28.3,83.59,new+AF8-HF.2850,Jyamrukkot HP,myagdi,JYAMRUKOT,1,Health Post
28.5,83.42,new+AF8-HF.2851,Ghatan SHP,myagdi,DHATAN,7,Health Post
28.48,83.4,new+AF8-HF.2852,Marang SHP,myagdi,MARANG,5,Health Post
28.22,83.67,new+AF8-HF.2853,Malkwang SHP,myagdi,MALKWANG,6,Health Post
28.36,83.54,new+AF8-HF.2854,Pulachaur HP,myagdi,PULACHAUR,4,Health Post
28.39,83.34,new+AF8-HF.2855,Room HP,myagdi,ROOM,2,Health Post
28.52,83.29,new+AF8-HF.2856,Lulang HP,myagdi,LULANG,5,Health Post
28.45,83.39,new+AF8-HF.2857,Bima SHP,myagdi,BIMA,1,Health Post
28.59,83.23,new+AF8-HF.2858,Gurja HP,myagdi,GURJAKHANI,2,Health Post
28.45,83.35,new+AF8-HF.2859,Devisthan HP,myagdi,DEVISTHAN,7,Health Post
28.44,83.5,new+AF8-HF.2860,Pakhapani HP,myagdi,PAKHAPANI,2,Health Post
28.43,83.33,new+AF8-HF.2861,Okharbot SHP,myagdi,OKHARBOT,4,Health Post
28.4,83.43,new+AF8-HF.2862,Babiyachaur SHP,myagdi,BABIYACHAUR,8,Health Post
28.39,83.45,new+AF8-HF.2863,Arman HP,myagdi,ARMAN,6,Health Post
28.39,83.38,new+AF8-HF.2864,Niskot SHP,myagdi,NISKOT,9,Health Post
28.36,83.47,new+AF8-HF.2868,Baranja SHP,myagdi,BARANJA,4,Health Post
28.41,83.62,new+AF8-HF.2869,Histhanmandali SHP,myagdi,HISTHANMANDALI,7,Health Post
28.4,83.49,new+AF8-HF.2870,Kuhun SHP,myagdi,KUHUN,3,Health Post
28.34,83.5,new+AF8-HF.2871,Bhakilmi SHP,myagdi,BHAKILMI,4,Health Post
28.4,83.53,new+AF8-HF.2872,Patlekhet SHP,myagdi,PATLEKHET,4,Health Post
28.42,83.51,new+AF8-HF.2873,Jhin SHP,myagdi,JHIN,7,Health Post
28.32,83.56,new+AF8-HF.2874,Jyamrukkot HP,myagdi,JYAMRUKOT,7,Health Post
28.35,83.57,new+AF8-HF.2875,Beni Hospital +ACY- Research Centre,myagdi,ARTHUNGE,1,Private Hospital
27.61,84.1,new+AF8-HF.2876,Agryouli SHP,nawalparasi,AGRYOULI,0,Health Post
27.63,84.09,new+AF8-HF.2877,Mid Point Community Hospital,nawalparasi,AGRYOULI,0,Community Hospital (Cooperative)
27.69,84.27,new+AF8-HF.2878,Amarapur SHP,nawalparasi,AMARAPURI,0,Health Post
27.57,83.63,new+AF8-HF.2879,Amaraut SHP,nawalparasi,AMRAUT,0,Health Post
27.47,83.73,new+AF8-HF.2880,Badahara Dubauliya SHP,nawalparasi,BADAHARADUBAULIYA,0,Health Post
27.4,83.77,new+AF8-HF.2881,Baidauli SHP,nawalparasi,BAIDAULI,0,Health Post
27.55,83.61,new+AF8-HF.2882,Amarban HP,nawalparasi,BANJARIYA,0,Health Post
27.66,83.85,new+AF8-HF.2883,Benimanipur SHP,nawalparasi,BENIMANIPUR,0,Health Post
27.83,84.13,new+AF8-HF.2884,Bharatipur SHP,nawalparasi,BHARATIPUR,0,Health Post
27.43,83.74,new+AF8-HF.2885,Bhujahawa SHP,nawalparasi,BHUJHAWA,0,Health Post
27.83,84.18,new+AF8-HF.2886,Bulingtar PHC,nawalparasi,BULINGTAR,0,Primary Health Care Centre
27.82,84.23,new+AF8-HF.2887,Dadajheri SHP,nawalparasi,DADAJHERITADI,0,Health Post
27.5,83.8,new+AF8-HF.2888,Dawannedevi SHP,nawalparasi,DAWANNEDEVI,0,Health Post
27.85,84.09,new+AF8-HF.2889,Rakuwa Dedhgaun HP,nawalparasi,DEDGAUN,0,Health Post
27.69,84.06,new+AF8-HF.2890,Deurali SHP,nawalparasi,DEURALI,0,Health Post
27.7,84.18,new+AF8-HF.2891,Devchuli SHP,nawalparasi,DEVACHULI,0,Health Post
27.5,83.7,new+AF8-HF.2892,Devgaun SHP,nawalparasi,DEVAGAWA,0,Health Post
27.69,84.11,new+AF8-HF.2893,Dhobadi SHP,nawalparasi,DHAUBADI,0,Health Post
27.68,83.78,new+AF8-HF.2894,Dhurkot SHP,nawalparasi,DHURKOT,0,Health Post
27.67,84.2,new+AF8-HF.2895,Dumkauli PHC,nawalparasi,DIBYAPURI,0,Primary Health Care Centre
27.59,83.87,new+AF8-HF.2896,Dumkibas HP,nawalparasi,DUMKIBAS,0,Health Post
27.58,83.87,new+AF8-HF.2897,Parwat Polyclinic +ACY- Research Centre,nawalparasi,DUMKIBAS,0,Private Clinics
27.71,84.39,new+AF8-HF.2898,Gaidakot SHP,nawalparasi,GAIDAKOT,0,Health Post
27.46,83.65,new+AF8-HF.2899,Gairami SHP,nawalparasi,GAIRAMI,0,Health Post
27.4,83.81,new+AF8-HF.2900,Guthi Parsauni SHP,nawalparasi,GUTHI PARSAUNI,0,Health Post
27.42,83.79,new+AF8-HF.2901,Guthi Suryapura SHP,nawalparasi,GUTHI SURYAPURA,0,Health Post
27.52,83.62,new+AF8-HF.2902,Hakui SHP,nawalparasi,HAKUI,0,Health Post
27.44,83.69,new+AF8-HF.2903,Harpur SHP,nawalparasi,HARPUR,0,Health Post
27.73,83.98,new+AF8-HF.2904,Hupsekot SHP,nawalparasi,HUPSEKOT,0,Health Post
27.5,83.76,new+AF8-HF.2905,Jahada SHP,nawalparasi,JAHADA,0,Health Post
27.47,83.79,new+AF8-HF.2906,Jagnnathpur PHC,nawalparasi,JAMUNIYA,0,Primary Health Care Centre
27.81,84.12,new+AF8-HF.2907,Jaubari SHP,nawalparasi,JAUBARI,0,Health Post
27.62,84.12,new+AF8-HF.2908,Kawaswoti SHP,nawalparasi,KAWASWOTI,0,Health Post
27.63,84.11,new+AF8-HF.2909,Kaligandaki Hospital,nawalparasi,KAWASWOTI,0,Community Hospital (Cooperative)
27.57,84.06,new+AF8-HF.2910,Nawalpur HP,nawalparasi,KOLHUWA,0,Health Post
27.83,84.28,new+AF8-HF.2911,Kotathar SHP,nawalparasi,KOTATHAR,0,Health Post
27.46,83.87,new+AF8-HF.2912,Kudiya SHP,nawalparasi,KUDIYA,0,Health Post
27.58,84.09,new+AF8-HF.2913,Kumarwarti SHP,nawalparasi,KUMARWARTI,0,Health Post
27.47,83.69,new+AF8-HF.2914,Kushma SHP,nawalparasi,KUSMA,0,Health Post
27.69,83.98,new+AF8-HF.2915,Mainaghat SHP,nawalparasi,MAINAGHAT,0,Health Post
27.53,83.81,new+AF8-HF.2916,Makar HP,nawalparasi,MAKAR,0,Health Post
27.56,83.78,new+AF8-HF.2917,Daunnedevi Polyclinic,nawalparasi,MAKAR,4,Private Clinics
27.56,83.79,new+AF8-HF.2918,Marie Stopes Center,nawalparasi,MAKAR,4,Other non+AC0-governmental
27.53,83.71,new+AF8-HF.2919,Manari HP,nawalparasi,MANARI,0,Health Post
27.84,84.1,new+AF8-HF.2920,Mithukaram SHP,nawalparasi,MITHUKARAM,0,Health Post
27.69,84.31,new+AF8-HF.2921,Pitaujighat HP,nawalparasi,MUKUNDAPUR,0,Health Post
27.8,84.08,new+AF8-HF.2922,Naram SHP,nawalparasi,NARAM,0,Health Post
27.58,84.03,new+AF8-HF.2923,Narayani SHP,nawalparasi,NARAYANI,4,Health Post
27.42,83.85,new+AF8-HF.2924,Narsahi SHP,nawalparasi,NARSAHI,0,Health Post
27.61,83.95,new+AF8-HF.2925,Nayabelhani SHP,nawalparasi,NAYABELHANI,0,Health Post
27.48,83.67,new+AF8-HF.2926,Palhi PHC,nawalparasi,PALHI,0,Primary Health Care Centre
27.56,83.75,new+AF8-HF.2927,Panchanagar SHP,nawalparasi,PANCHANAGAR,0,Health Post
27.58,83.99,new+AF8-HF.2928,Parsauni SHP,nawalparasi,PARSAUNI,0,Health Post
27.64,84.17,new+AF8-HF.2929,Pithauli SHP,nawalparasi,PITHAULI,0,Health Post
27.69,84.18,new+AF8-HF.2930,Pragatinagar SHP,nawalparasi,PRAGATINAGAR,0,Health Post
27.67,84.2,new+AF8-HF.2931,Unity Life Hospital,nawalparasi,PRAGATINAGAR,0,Private Hospital
27.46,83.83,new+AF8-HF.2932,Pratappur HP,nawalparasi,PRATAPPUR,0,Health Post
27.69,84.24,new+AF8-HF.2933,Rajapur SHP,nawalparasi,RAJAHAR,0,Health Post
27.7,83.91,new+AF8-HF.2934,Rakachuli SHP,nawalparasi,RAKACHULI,0,Health Post
27.84,84.05,new+AF8-HF.2935,Rakuwa SHP,nawalparasi,RAKUWA,0,Health Post
27.53,83.67,new+AF8-HF.2936,P. Chandra Hospital,nawalparasi,RAMGRAM MUNICIPALITY,0,District Hospital
27.5,83.67,new+AF8-HF.2937,Unawach SHP,nawalparasi,RAMGRAM MUNICIPALITY,12,Health Post
27.53,83.67,new+AF8-HF.2938,Jamuwad SHP,nawalparasi,RAMGRAM MUNICIPALITY,0,Health Post
27.52,83.65,new+AF8-HF.2939,Manthariya SHP,nawalparasi,RAMGRAM MUNICIPALITY,10,Health Post
27.53,83.67,new+AF8-HF.2940,Dr. Binod Kandel Eye Hospital,nawalparasi,RAMGRAM MUNICIPALITY,0,Private Hospital
27.54,83.67,new+AF8-HF.2941,FPAN Nawalparasi,nawalparasi,RAMGRAM MUNICIPALITY,0,Other non+AC0-governmental
27.58,83.7,new+AF8-HF.2942,Ramnagar SHP,nawalparasi,RAMNAGAR,0,Health Post
27.45,83.75,new+AF8-HF.2943,Rampur Khadauna SHP,nawalparasi,RAMPUR KHADAUNA,0,Health Post
27.44,83.7,new+AF8-HF.2944,Rampurawa SHP,nawalparasi,RAMPURKHA,0,Health Post
27.75,84.28,new+AF8-HF.2945,Ratanpur SHP,nawalparasi,RATANAPUR,0,Health Post
27.81,84.03,new+AF8-HF.2946,Ruchang SHP,nawalparasi,RUCHANG,0,Health Post
27.48,83.85,new+AF8-HF.2947,Rupauliya SHP,nawalparasi,RUPAULIYA,0,Health Post
27.49,83.64,new+AF8-HF.2948,Sanai SHP,nawalparasi,SANAI,0,Health Post
27.5,83.73,new+AF8-HF.2949,Sarwal SHP,nawalparasi,SARAWAL,0,Health Post
27.66,84.11,new+AF8-HF.2950,Shivmandir SHP,nawalparasi,SHIVMANDIR,0,Health Post
27.44,83.78,new+AF8-HF.2951,Somani SHP,nawalparasi,SOMANI,0,Health Post
27.53,83.62,new+AF8-HF.2952,Sukrauli SHP,nawalparasi,SUKRAULI,0,Health Post
27.6,83.59,new+AF8-HF.2953,Sunwal SHP,nawalparasi,SUNWAL,0,Health Post
27.57,83.65,new+AF8-HF.2954,Swathi SHP,nawalparasi,SWATHI,0,Health Post
27.61,84.02,new+AF8-HF.2955,Chormara PHC,nawalparasi,TAMASARIYA,7,Primary Health Care Centre
27.44,83.77,new+AF8-HF.2956,Thulo Khairatawa SHP,nawalparasi,THULO KHAIRATAWA,0,Health Post
27.55,83.73,new+AF8-HF.2957,Tilakpur SHP,nawalparasi,TILAKPUR,0,Health Post
27.45,83.93,new+AF8-HF.2958,Triveni Susta SHP,nawalparasi,TRIBENISUSTA,0,Health Post
27.8,84.15,new+AF8-HF.2959,Upallo Arkhala SHP,nawalparasi,UPALLOARKHALE,0,Health Post
27.92,85.15,new+AF8-HF.2960,District Trishuli Hospital Nuwakot,nuwakot,BIDUR MUNICIPALITY,1,Public Hospital
27.92,85.31,new+AF8-HF.2961,Kharanitar PHCC,nuwakot,KHARANITAR,11,Primary Health Care Centre
27.97,85.1,new+AF8-HF.2962,Deurali PHC,nuwakot,DEURALI,8,Primary Health Care Centre
27.97,85.32,new+AF8-HF.2963,Urleni HP,nuwakot,URLENI,6,Health Post
