FID,the_geom,NQID,HFNAME,DISTRICT,VDC,WARD,LATITUDE,LONGITUDE,ALTITUDE,TYPE,EZONE,MAJROTYP,REGION
new_HF.2411,POINT (85.34 27.61),10638,Jharuwarasi SHP,lalitpur,JHARUWARASI,0,27.61,85.34,1459,Health Post,Hill,SHP,Central
new_HF.2412,POINT (85.43 27.5),10639,Kaleswor SHP,lalitpur,KALESWOR,0,27.5,85.43,2077,Health Post,Hill,SHP,Central
new_HF.2413,POINT (85.3 27.64),10640,Khokana SHP,lalitpur,KHOKANA,0,27.64,85.3,1409,Health Post,Hill,SHP,Central
new_HF.2414,POINT (85.32 27.67),10641,DPHO Institutional Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1340,Other Government HF,Hill,Other HFs,Central
new_HF.2415,POINT (85.32 27.68),10642,Lalitpur Sub-Metro Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.68,85.32,1325,Other Government HF,Hill,Other HFs,Central
new_HF.2416,POINT (85.3 27.68),10643,Star Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.68,85.3,1268,Private Hospital,Hill,Private hospital,Central
new_HF.2417,POINT (85.33 27.66),10644,B & B Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.66,85.33,1307,Private Hospital,Hill,Private hospital,Central
new_HF.2418,POINT (85.32 27.67),10645,Alka Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1326,Private Hospital,Hill,Private hospital,Central
new_HF.2419,POINT (85.32 27.69),10646,Sarbanga Swasthya Sadan,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.69,85.32,1302,Private Hospital,Hill,Private hospital,Central
new_HF.2420,POINT (85.32 27.66),10647,Laliguras Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.66,85.32,1332,Private Hospital,Hill,Private hospital,Central
new_HF.2421,POINT (85.33 27.67),10648,Global Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,7,27.67,85.33,1293,Private Hospital,Hill,Private hospital,Central
new_HF.2422,POINT (85.34 27.67),10649,Punarjeevan Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,5,27.67,85.34,1336,Private Hospital,Hill,Private hospital,Central
new_HF.2423,POINT (85.32 27.67),10650,Midat Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1319,Private Hospital,Hill,Private hospital,Central
new_HF.2424,POINT (85.32 27.67),10651,Pratgya Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1353,Private Clinics,Hill,Private clinics,Central
new_HF.2425,POINT (85.32 27.67),10652,Yala Polyclinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1319,Private Clinics,Hill,Private clinics,Central
new_HF.2426,POINT (85.31 27.67),10653,Aarogya Health Home,lalitpur,LALITPUR SUB METROPOLITAN CITY,5,27.67,85.31,1340,Private Clinics,Hill,Private clinics,Central
new_HF.2427,POINT (85.33 27.68),10654,Nahuda Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.68,85.33,1274,Private Clinics,Hill,Private clinics,Central
new_HF.2865,POINT (83.5 28.37),3698,Singa HP,myagdi,SINGA,4,28.37,83.5,923,Health Post,Hill,HP,Western
new_HF.2428,POINT (85.31 27.66),10655,Omkar Polyclinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.66,85.31,1297,Private Clinics,Hill,Private clinics,Central
new_HF.2429,POINT (85.31 27.68),10656,Nepal Heart Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.68,85.31,1314,Private Clinics,Hill,Private clinics,Central
new_HF.2430,POINT (85.3 27.68),10657,Sanepa Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.68,85.3,1289,Private Clinics,Hill,Private clinics,Central
new_HF.2431,POINT (85.32 27.67),10658,Lagankhel Polyclinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1363,Private Clinics,Hill,Private clinics,Central
new_HF.2432,POINT (85.32 27.67),10659,Lalitpur Polyclinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1326,Private Clinics,Hill,Private clinics,Central
new_HF.2433,POINT (85.33 27.67),10660,Ormed Dental Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.33,1318,Other non-governmental,Hill,Other HFs,Central
new_HF.2434,POINT (85.32 27.67),10661,Patan Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1306,Other Government HF,Hill,Other HFs,Central
new_HF.2435,POINT (85.32 27.69),10662,Marie Stopes Centre Kaushaltar,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.69,85.32,1318,Other non-governmental,Hill,Other HFs,Central
new_HF.2436,POINT (85.32 27.68),10663,FPAN Pulchowk,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.68,85.32,1304,Other non-governmental,Hill,Other HFs,Central
new_HF.2437,POINT (85.32 27.67),10664,Marie Stopes Centre Kaushaltar,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1315,Other non-governmental,Hill,Other HFs,Central
new_HF.2438,POINT (85.32 27.66),10665,Marie Stopes Centre,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.66,85.32,1322,Other non-governmental,Hill,Other HFs,Central
new_HF.2439,POINT (85.32 27.67),10666,Bi. Sa. Swa. Se. Mahapal,lalitpur,LALITPUR SUB METROPOLITAN CITY,19,27.67,85.32,1314,Other non-governmental,Hill,Other HFs,Central
new_HF.2440,POINT (85.33 27.67),10667,Swa. Su. Sa. Tyagal,lalitpur,LALITPUR SUB METROPOLITAN CITY,14,27.67,85.33,1338,Other non-governmental,Hill,Other HFs,Central
new_HF.2441,POINT (85.33 27.67),10668,Nari Chetana Samaj,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.33,1309,Other non-governmental,Hill,Other HFs,Central
new_HF.2442,POINT (85.33 27.68),10669,Kumbheswar Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.68,85.33,1306,Other non-governmental,Hill,Other HFs,Central
new_HF.2443,POINT (85.32 27.67),10670,Patan Eye Care Centre,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1334,Other non-governmental,Hill,Other HFs,Central
new_HF.2444,POINT (85.31 27.67),10671,Care and Fair,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.31,1287,Other non-governmental,Hill,Other HFs,Central
new_HF.2445,POINT (85.32 27.66),10672,Uma Maheswari Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.66,85.32,1349,Other non-governmental,Hill,Other HFs,Central
new_HF.2446,POINT (85.33 27.68),10673,Shanti Asram Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.68,85.33,1278,Other non-governmental,Hill,Other HFs,Central
new_HF.2447,POINT (85.31 27.67),10674,Bhanimandal Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.31,1313,Other non-governmental,Hill,Other HFs,Central
new_HF.2448,POINT (85.31 27.67),10675,Nepsemac,lalitpur,LALITPUR SUB METROPOLITAN CITY,13,27.67,85.31,1315,Other non-governmental,Hill,Other HFs,Central
new_HF.2449,POINT (85.32 27.67),10676,Mental Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,27.67,85.32,1468,Other Government HF,Hill,Other HFs,Central
new_HF.2450,POINT (85.42 27.61),10677,Lamatar SHP,lalitpur,LAMATAR,0,27.61,85.42,1795,Health Post,Hill,SHP,Central
new_HF.2451,POINT (85.34 27.57),10678,Lele PHC,lalitpur,LELE,0,27.57,85.34,1981,Primary Health Care Centre,Hill,PHCC,Central
new_HF.2452,POINT (85.32 27.58),10679,Anandaban Leprosy Hospital,lalitpur,LELE,0,27.58,85.32,1566,Missionary Hospital,Hill,Non-government hospital,Central
new_HF.2453,POINT (85.37 27.64),10680,Lubhu PHC,lalitpur,LUBHU,0,27.64,85.37,1762,Primary Health Care Centre,Hill,PHCC,Central
new_HF.2454,POINT (85.24 27.51),10681,Malta SHP,lalitpur,MALTA,0,27.51,85.24,978,Health Post,Hill,SHP,Central
new_HF.2455,POINT (85.39 27.52),10682,Manikhel SHP,lalitpur,MANIKHEL,0,27.52,85.39,2052,Health Post,Hill,SHP,Central
new_HF.2456,POINT (85.35 27.55),10683,Nallu SHP,lalitpur,NALLU,0,27.55,85.35,1751,Health Post,Hill,SHP,Central
new_HF.2457,POINT (85.27 27.47),10684,Pyutar SHP,lalitpur,PYUTAR,0,27.47,85.27,922,Health Post,Hill,SHP,Central
new_HF.2458,POINT (85.31 27.65),10685,Sainbu HP,lalitpur,SAINBU,0,27.65,85.31,1360,Health Post,Hill,HP,Central
new_HF.2459,POINT (85.33 27.51),10686,Sankhu SHP,lalitpur,SANKHU,0,27.51,85.33,1582,Health Post,Hill,SHP,Central
new_HF.2460,POINT (85.36 27.65),10687,Siddhipur SHP,lalitpur,SIDDHIPUR,0,27.65,85.36,1314,Health Post,Hill,SHP,Central
new_HF.2461,POINT (85.32 27.63),10688,Sunakothi SHP,lalitpur,SUNAKOTHI,0,27.63,85.32,1371,Health Post,Hill,SHP,Central
new_HF.2462,POINT (85.35 27.62),10689,Badegaun PHC,lalitpur,THAIBA,0,27.62,85.35,1483,Primary Health Care Centre,Hill,PHCC,Central
new_HF.2463,POINT (85.32 27.62),10690,Thecho HP,lalitpur,THECHO,0,27.62,85.32,1387,Health Post,Hill,HP,Central
new_HF.2464,POINT (85.4 27.44),10691,Thuladurlung SHP,lalitpur,THULADURLUNG,0,27.44,85.4,1610,Health Post,Hill,SHP,Central
new_HF.2465,POINT (85.37 27.65),10692,Tikathali SHP,lalitpur,TIKATHALI,0,27.65,85.37,2084,Health Post,Hill,HP,Central
new_HF.2466,POINT (84.46 28.16),11078,Archalbot SHP,lamjung,ARCHALBOT,0,28.16,84.46,907,Health Post,Hill,SHP,Western
new_HF.2467,POINT (84.4 28.34),11079,Bahundanda SHP,lamjung,BAHUNDANDA,0,28.34,84.4,1282,Health Post,Hill,SHP,Western
new_HF.2468,POINT (84.38 28.24),11080,Bajhakhet SHP,lamjung,BAJHAKHET,0,28.24,84.38,819,Health Post,Hill,SHP,Western
new_HF.2469,POINT (84.31 28.25),11081,Baglungpani HP,lamjung,BALUNGPANI,0,28.25,84.31,1645,Health Post,Hill,HP,Western
new_HF.2470,POINT (84.28 28.16),11082,Bangre SHP,lamjung,BANGRE,0,28.16,84.28,985,Health Post,Hill,SHP,Western
new_HF.2471,POINT (84.45 28.24),11083,Bansar SHP,lamjung,BANSAR,0,28.24,84.45,817,Health Post,Hill,SHP,Western
new_HF.2472,POINT (84.38 28.23),11084,Lamjung Community Hospital,lamjung,BESISHAHAR,0,28.23,84.38,790,Community Hospital (Cooperative),Hill,Non-government hospital,Western
new_HF.2473,POINT (84.38 28.23),11085,Marie Stopes Centre,lamjung,BESISHAHAR,2,28.23,84.38,816,Other non-governmental,Hill,Other HFs,Western
new_HF.2474,POINT (84.38 28.23),11086,"RCDC, Lamjung",lamjung,BESISHAHAR,2,28.23,84.38,757,Other non-governmental,Hill,Other HFs,Western
new_HF.2475,POINT (84.54 28.11),11087,Bhalayakharka SHP,lamjung,BHALAYAKHARKA,0,28.11,84.54,894,Health Post,Hill,SHP,Western
new_HF.2476,POINT (84.47 28.15),11088,Bharte SHP,lamjung,BHARTE,0,28.15,84.47,1244,Health Post,Hill,SHP,Western
new_HF.2477,POINT (84.24 28.25),11089,Bhoje SHP,lamjung,BHOJE,0,28.25,84.24,1423,Health Post,Hill,SHP,Western
new_HF.2478,POINT (84.24 28.16),11090,Bhorletar SHP,lamjung,BHORLETAR,0,28.16,84.24,522,Health Post,Hill,SHP,Western
new_HF.2479,POINT (84.42 28.15),11091,Bhoteoodar SHP,lamjung,BHOTEOODAR,0,28.15,84.42,1031,Health Post,Hill,SHP,Western
new_HF.2480,POINT (84.44 28.14),11092,Lamjung Kalika Polyclinic,lamjung,BHOTEOODAR,0,28.14,84.44,568,Nursing Home,Hill,Nursing home,Western
new_HF.2481,POINT (84.27 28.31),11093,Bhujung SHP,lamjung,BHUJUNG,0,28.31,84.27,1776,Health Post,Hill,SHP,Western
new_HF.2482,POINT (84.4 28.31),11094,Bhulbhule SHP,lamjung,BHULBHULE,0,28.31,84.4,880,Health Post,Hill,SHP,Western
new_HF.2483,POINT (84.61 28.19),11095,Bichaur HP,lamjung,BICHAUR,0,28.19,84.61,1303,Health Post,Hill,HP,Western
new_HF.2484,POINT (84.51 28.1),11096,Chakratirtha SHP,lamjung,CHAKRATIRTHA,0,28.1,84.51,575,Health Post,Hill,SHP,Western
new_HF.2485,POINT (84.36 28.25),11097,Chandisthan SHP,lamjung,CHANDISTHAN,0,28.25,84.36,1050,Health Post,Hill,SHP,Western
new_HF.2486,POINT (84.35 28.17),11098,Chandreswor PHC,lamjung,CHANDRESHWOR,0,28.17,84.35,1297,Primary Health Care Centre,Hill,PHCC,Western
new_HF.2487,POINT (84.44 28.2),11099,Chittithala HP,lamjung,CHITI,0,28.2,84.44,1050,Health Post,Hill,HP,Western
new_HF.2488,POINT (84.46 28.1),11100,Dhamilikuwa,lamjung,DHAMILIKUWA,0,28.1,84.46,637,Health Post,Hill,SHP,Western
new_HF.2489,POINT (84.49 28.25),11101,Dhodeni SHP,lamjung,DHODENI,0,28.25,84.49,971,Health Post,Hill,SHP,Western
new_HF.2490,POINT (84.33 28.16),11102,Dhuseni SHP,lamjung,DHUSENI,0,28.16,84.33,974,Health Post,Hill,SHP,Western
new_HF.2491,POINT (84.63 28.2),11103,Dudhapokhari SHP,lamjung,DUDHPOKHARI,0,28.2,84.63,1481,Health Post,Hill,SHP,Western
new_HF.2492,POINT (84.37 28.16),11104,Duradanda SHP,lamjung,DURADANDA,0,28.16,84.37,960,Health Post,Hill,SHP,Western
new_HF.2493,POINT (84.49 28.26),11105,Phaleni SHP,lamjung,FALENI,0,28.26,84.49,1371,Health Post,Hill,SHP,Western
new_HF.2494,POINT (84.52 28.16),11106,Gauda PHC,lamjung,GAUDA,0,28.16,84.52,1730,Primary Health Care Centre,Hill,PHCC,Western
new_HF.2495,POINT (84.38 28.18),11107,Gaunsahar SHP,lamjung,GAUNSHAHAR,0,28.18,84.38,1377,Health Post,Hill,SHP,Western
new_HF.2496,POINT (84.31 28.28),11108,Ghanpokhara SHP,lamjung,GHANPOKHARA,0,28.28,84.31,2077,Health Post,Hill,SHP,Western
new_HF.2497,POINT (84.4 28.38),11109,Ghermu SHP,lamjung,GHERMU,0,28.38,84.4,1109,Health Post,Hill,SHP,Western
new_HF.2498,POINT (84.25 28.23),11110,Salmebhanjyang HP,lamjung,GILUNNG,0,28.23,84.25,1387,Health Post,Hill,HP,Western
new_HF.2499,POINT (84.42 28.22),11111,Hiletaskar SHP,lamjung,HILETAKSAR,0,28.22,84.42,1486,Health Post,Hill,SHP,Western
new_HF.2500,POINT (84.6 28.17),11112,Ilampokhari SHP,lamjung,ILAMPOKHARI,0,28.17,84.6,1437,Health Post,Hill,SHP,Western
new_HF.2501,POINT (84.22 28.16),11113,Chisankhu HP,lamjung,ISANESHWOR,0,28.16,84.22,453,Health Post,Hill,HP,Western
new_HF.2502,POINT (84.3 28.13),11114,Jita SHP,lamjung,JITA,0,28.13,84.3,949,Health Post,Hill,SHP,Western
new_HF.2503,POINT (84.26 28.2),11115,Karapu SHP,lamjung,KARAPU,0,28.2,84.26,1276,Health Post,Hill,SHP,Western
new_HF.2504,POINT (84.27 28.18),11116,Riverside Health Centre,lamjung,KARAPU,9,28.18,84.27,519,Other non-governmental,Hill,Other HFs,Western
new_HF.2505,POINT (84.36 28.28),11117,Khudi HP,lamjung,KHUDI,0,28.28,84.36,817,Health Post,Hill,HP,Western
new_HF.2506,POINT (84.56 28.15),11118,Kolki SHP,lamjung,KOLKI,0,28.15,84.56,1365,Health Post,Hill,SHP,Western
new_HF.2507,POINT (84.35 28.13),11119,Kunchha HP,lamjung,KUNCHHA,0,28.13,84.35,810,Health Post,Hill,HP,Western
new_HF.2508,POINT (84.29 28.24),11120,Maling SHP,lamjung,MALING,0,28.24,84.29,1289,Health Post,Hill,SHP,Western
new_HF.2509,POINT (84.47 28.12),11121,Mohariyakot SHP,lamjung,MOHORIYAKOT,0,28.12,84.47,1262,Health Post,Hill,SHP,Western
new_HF.2510,POINT (84.3 28.21),11122,Nalma SHP,lamjung,NALMA,0,28.21,84.3,1198,Health Post,Hill,SHP,Western
new_HF.2511,POINT (84.49 28.2),11123,Nauthar  SHP,lamjung,NAUTHAR,0,28.2,84.49,864,Health Post,Hill,SHP,Western
new_HF.2512,POINT (84.45 28.2),11124,Rural Health & Social Upliftment Centre,lamjung,NAUTHAR,2,28.2,84.45,685,Other non-governmental,Hill,Other HFs,Western
new_HF.2514,POINT (84.51 28.2),11126,Pachok SHP,lamjung,PACHOK,0,28.2,84.51,952,Health Post,Hill,SHP,Western
new_HF.2515,POINT (84.38 28.14),11127,Parewadanda SHP,lamjung,PAREWADADA,0,28.14,84.38,821,Health Post,Hill,SHP,Western
new_HF.2516,POINT (84.23 28.28),11128,Pasagaun SHP,lamjung,PASAGAUN,0,28.28,84.23,1686,Health Post,Hill,SHP,Western
new_HF.2517,POINT (84.34 28.19),11129,Purnakot SHP,lamjung,PURANOKOT,0,28.19,84.34,1385,Health Post,Hill,SHP,Western
new_HF.2518,POINT (84.52 28.14),11130,Pyarjung SHP,lamjung,PYARJUNG,0,28.14,84.52,1556,Health Post,Hill,SHP,Western
new_HF.2519,POINT (84.24 28.09),11131,Ramgha SHP,lamjung,RAMGHA,0,28.09,84.24,367,Health Post,Hill,SHP,Western
new_HF.2520,POINT (84.25 28.12),11132,Samibhanjyang SHP,lamjung,SAMIBHANJYANG,0,28.12,84.25,849,Health Post,Hill,SHP,Western
new_HF.2521,POINT (84.47 28.19),11133,Shreebhanjyang SHP,lamjung,SHREEBHANJYANG,0,28.19,84.47,1176,Health Post,Hill,SHP,Western
new_HF.2522,POINT (84.34 28.28),11134,Simpani SHP,lamjung,SIMPANI,0,28.28,84.34,1196,Health Post,Hill,SHP,Western
new_HF.2523,POINT (84.34 28.27),11135,Sudhamilan Community Health Service Centre,lamjung,SIMPANI,5,28.27,84.34,1015,Other non-governmental,Hill,Other HFs,Western
new_HF.2524,POINT (84.32 28.18),11136,Sidhure SHP,lamjung,SINDURE,0,28.18,84.32,1461,Health Post,Hill,SHP,Western
new_HF.2525,POINT (84.41 28.13),11137,Suryabazar SHP,lamjung,SUNDAR BAZAR,0,28.13,84.41,611,Health Post,Hill,SHP,Western
new_HF.2526,POINT (84.26 28.12),11138,Suryapal SHP,lamjung,SURYAPAL,0,28.12,84.26,837,Health Post,Hill,SHP,Western
new_HF.2527,POINT (84.4 28.37),11139,Taghring SHP,lamjung,TAGHRING,0,28.37,84.4,1403,Health Post,Hill,SHP,Western
new_HF.2528,POINT (84.28 28.12),11140,Taksar SHP,lamjung,TANDRANG (TAKSAR),0,28.12,84.28,835,Health Post,Hill,SHP,Western
new_HF.2529,POINT (84.4 28.14),11141,Tarkukot SHP,lamjung,TARKU,0,28.14,84.4,619,Health Post,Hill,SHP,Western
new_HF.2530,POINT (84.44 28.11),11142,Tarkughat SHP,lamjung,TARKUGHAT,0,28.11,84.44,617,Health Post,Hill,SHP,Western
new_HF.2531,POINT (84.43 28.18),11143,Udipur SHP,lamjung,UDIPUR,0,28.18,84.43,717,Health Post,Hill,SHP,Western
new_HF.2532,POINT (84.3 28.27),11144,Uttarkanya HP,lamjung,UTTARKANYA,0,28.27,84.3,1646,Health Post,Hill,HP,Western
new_HF.2533,POINT (85.89 26.98),1015,"Bardibas Hospital, Mahottari",mahottari,BARDIBAS,2,26.98,85.89,200,District Hospital,Terai,Government hospital,Central
new_HF.2534,POINT (85.81 26.65),1016,"District Hospital, Mahottari",mahottari,JALESHWOR MUNICIPALITY,4,26.65,85.81,54,District Hospital,Terai,Government hospital,Central
new_HF.2535,POINT (85.79 26.92),2025,Gaushala PHC,mahottari,GAUSHALA,2,26.92,85.79,104,Primary Health Care Centre,Terai,PHCC,Central
new_HF.2536,POINT (85.74 26.81),2026,Samsi PHC,mahottari,SHREEPUR,7,26.81,85.74,66,Primary Health Care Centre,Terai,PHCC,Central
new_HF.2537,POINT (85.8 26.82),2027,RamGopalpur PHC,mahottari,RAMGOPALPUR,6,26.82,85.8,65,Primary Health Care Centre,Terai,PHCC,Central
new_HF.2538,POINT (85.85 26.8),2028,Loharpatti PHC,mahottari,LOHARPATTI,4,26.8,85.85,66,Primary Health Care Centre,Terai,PHCC,Central
new_HF.2539,POINT (85.85 26.73),3598,Bramarpura SHP,mahottari,BRAMARPURA,5,26.73,85.85,55,Health Post,Terai,SHP,Central
new_HF.2540,POINT (85.82 26.73),3599,Badiya Banchauri SHP,mahottari,BAIRGIYA BANCHAURI,8,26.73,85.82,46,Health Post,Terai,SHP,Central
new_HF.2541,POINT (85.81 26.73),3600,Gonarpura SHP,mahottari,GONARPURA,6,26.73,85.81,59,Health Post,Terai,SHP,Central
new_HF.2542,POINT (85.76 26.72),3601,Sandha SHP,mahottari,SANDHA,4,26.72,85.76,66,Health Post,Terai,SHP,Central
new_HF.2543,POINT (85.77 26.68),3602,Bhatauliya SHP,mahottari,BHATAULIYA,9,26.68,85.77,52,Health Post,Terai,SHP,Central
new_HF.2544,POINT (85.87 26.67),3603,Ekarahiya SHP,mahottari,EKARAHIYA,2,26.67,85.87,42,Health Post,Terai,SHP,Central
new_HF.2545,POINT (85.74 26.78),3604,Pokharbhinda Sangrampur SHP,mahottari,POKHARI BHINDASAMGRAMPUR,7,26.78,85.74,60,Health Post,Terai,SHP,Central
new_HF.2546,POINT (85.75 26.79),3605,Gaidahabhetpur SHP,mahottari,GAIDAHABHELPUR,9,26.79,85.75,64,Health Post,Terai,SHP,Central
new_HF.2547,POINT (85.81 26.85),3606,Sonamai SHP,mahottari,SONAMAI,9,26.85,85.81,80,Health Post,Terai,SHP,Central
new_HF.2548,POINT (85.74 26.75),3607,Etaharwakatti SHP,mahottari,ETAHARWAKATTI,8,26.75,85.74,62,Health Post,Terai,SHP,Central
new_HF.2549,POINT (85.74 26.66),3608,Bathanaha SHP,mahottari,BATHANAHA,7,26.66,85.74,38,Health Post,Terai,SHP,Central
new_HF.2550,POINT (85.77 26.65),3609,Nainhi SHP,mahottari,NAINHI,6,26.65,85.77,37,Health Post,Terai,SHP,Central
new_HF.2551,POINT (85.89 26.66),3610,Majhorabishnupur SHP,mahottari,MAJHORABISHNUPUR,4,26.66,85.89,58,Health Post,Terai,SHP,Central
new_HF.2552,POINT (85.85 26.65),3611,Dhirapur SHP,mahottari,DHIRAPUR,3,26.65,85.85,47,Health Post,Terai,SHP,Central
new_HF.2553,POINT (85.87 26.69),3612,Sahorawa SHP,mahottari,SAHORAWA,6,26.69,85.87,61,Health Post,Terai,SHP,Central
new_HF.2554,POINT (85.83 26.87),3613,Meghanath Gorahanna SHP,mahottari,MEGHANATH GORAHANNA,4,26.87,85.83,90,Health Post,Terai,SHP,Central
new_HF.2555,POINT (85.78 26.9),3614,Nigaul SHP,mahottari,NIGAUL,1,26.9,85.78,87,Health Post,Terai,SHP,Central
new_HF.2556,POINT (85.78 26.87),3615,Shreepur SHP,mahottari,SHREEPUR,2,26.87,85.78,78,Health Post,Terai,SHP,Central
new_HF.2557,POINT (85.76 26.83),3616,Khopi SHP,mahottari,KHOPI,6,26.83,85.76,94,Health Post,Terai,SHP,Central
new_HF.2558,POINT (85.76 26.81),3617,Basabitti SHP,mahottari,BASABITTI,6,26.81,85.76,86,Health Post,Terai,SHP,Central
new_HF.2559,POINT (85.87 26.71),3618,Ratauli SHP,mahottari,RATAULI,1,26.71,85.87,64,Health Post,Terai,SHP,Central
new_HF.2560,POINT (85.81 26.7),3619,Damhimarayee SHP,mahottari,DAMHIMARAYEE,3,26.7,85.81,55,Health Post,Terai,SHP,Central
new_HF.2561,POINT (85.75 26.67),3620,Halkhori HP,mahottari,HALKHORI,2,26.67,85.75,39,Health Post,Terai,HP,Central
new_HF.2562,POINT (85.87 26.76),3621,Khuttapiparadhi HP,mahottari,KHUTTAPIPARADHI,4,26.76,85.87,52,Health Post,Terai,HP,Central
new_HF.2563,POINT (85.83 26.8),3622,Dhamaura SHP,mahottari,DHAMAURA,7,26.8,85.83,69,Health Post,Terai,SHP,Central
new_HF.2564,POINT (85.82 26.76),3623,Paraul HP,mahottari,PARAUL,5,26.76,85.82,58,Health Post,Terai,HP,Central
new_HF.2565,POINT (85.76 26.91),3624,Fulakaha HP,mahottari,FULAKAHA,3,26.91,85.76,99,Health Post,Terai,HP,Central
new_HF.2566,POINT (85.79 26.74),3625,Balba HP,mahottari,BALAWA,3,26.74,85.79,53,Health Post,Terai,HP,Central
new_HF.2567,POINT (85.86 26.92),3626,Bijalapur HP,mahottari,BIJAYALPURA,8,26.92,85.86,110,Health Post,Terai,HP,Central
new_HF.2568,POINT (85.77 26.67),3627,Anakar SHP,mahottari,ANAKAR,7,26.67,85.77,51,Health Post,Terai,SHP,Central
new_HF.2569,POINT (85.77 26.78),3628,Sahasaula SHP,mahottari,SAHASAULA,5,26.78,85.77,66,Health Post,Terai,SHP,Central
new_HF.2570,POINT (85.83 26.95),3629,Ramnagar SHP,mahottari,RAMNAGAR,8,26.95,85.83,128,Health Post,Terai,SHP,Central
new_HF.2571,POINT (85.79 26.94),3630,Belgachhi SHP,mahottari,BELGACHHI,2,26.94,85.79,115,Health Post,Terai,SHP,Central
new_HF.2572,POINT (85.83 26.7),3631,Mahottari SHP,mahottari,MAHOTTARI,5,26.7,85.83,57,Health Post,Terai,SHP,Central
new_HF.2573,POINT (85.83 26.9),3632,Aurahi SHP,mahottari,AURAHI,3,26.9,85.83,105,Health Post,Terai,SHP,Central
new_HF.2574,POINT (85.87 26.84),3633,Singyahi SHP,mahottari,SINGYAHI,6,26.84,85.87,87,Health Post,Terai,SHP,Central
new_HF.2575,POINT (85.89 26.91),3634,Pasupatinagar SHP,mahottari,PASUPATINAGAR,2,26.91,85.89,116,Health Post,Terai,SHP,Central
new_HF.2576,POINT (85.87 26.87),3635,Vangaha SHP,mahottari,VAGAHA,8,26.87,85.87,93,Health Post,Terai,SHP,Central
new_HF.2577,POINT (85.82 26.66),3636,Prakauli SHP,mahottari,FULAHATTAPARIKAULI,5,26.66,85.82,52,Health Post,Terai,SHP,Central
new_HF.2578,POINT (85.81 26.64),3637,Suga SHP,mahottari,SUGAVAWANI,1,26.64,85.81,52,Health Post,Terai,SHP,Central
new_HF.2579,POINT (85.76 26.95),3638,Bharatpur HP,mahottari,BHARATPUR,5,26.95,85.76,118,Health Post,Terai,HP,Central
new_HF.2580,POINT (85.8 27.07),3639,Khayarmara HP,mahottari,KHAYARMARA,2,27.07,85.8,276,Health Post,Terai,HP,Central
new_HF.2581,POINT (85.87 27.04),3640,Maisthan HP,mahottari,MAISTHAN,4,27.04,85.87,263,Health Post,Terai,HP,Central
new_HF.2582,POINT (85.81 26.76),3641,Banouta HP,mahottari,BANOUTA,1,26.76,85.81,43,Health Post,Terai,HP,Central
new_HF.2583,POINT (85.76 26.71),3642,Ekdara HP,mahottari,EKADARABELA,3,26.71,85.76,48,Health Post,Terai,HP,Central
new_HF.2584,POINT (85.73 26.83),3643,Raghunathpur SHP,mahottari,RAGHUNATHPUR,8,26.83,85.73,66,Health Post,Terai,SHP,Central
new_HF.2585,POINT (85.91 26.83),3644,Hariharpur Harinamari SHP,mahottari,HARIHARPUR HARINAMARI,5,26.83,85.91,90,Health Post,Terai,SHP,Central
